Name,Prefix,Date Joined,Date of Last Deposit,Date of Last Query,Reference Links Live
The Institute of the History of Christianity in Korea,10.18021,,"Dec 02, 2015",unknown,-
The Institute of the Humanities,10.21211,,unknown,unknown,-
"The Institute of Webcasting, Internet and Telecommunication",10.7236,"Feb 23, 2012","May 09, 2016",unknown,-
The International Association For Korean Language Education,10.18209,,"Feb 28, 2016",unknown,-
The International Association for the Study of Popular Music,10.5429,"Feb 15, 2011","Dec 15, 2015",unknown,-
The International Association of Area Studies (IAAS),10.21212,,unknown,unknown,-
The International Association of Comparative Korean Studies,10.19115,,"Jan 11, 2016",unknown,-
The International Centre for Counter-Terrorism (ICCT),10.19165,,"May 10, 2016",unknown,-
The International Centre for Trade Union Rights ICTUR,10.14213,"Jul 15, 2013","May 10, 2016","Dec 21, 2015",-
The International Child Neurology Association (ICNA),10.17724,,unknown,unknown,-
The International Council for Traditional Music,10.5921,"Sep 13, 2011","May 11, 2016","Dec 21, 2015",-
"The International Institute of Knowledge Management, Pvt, Ltd.",10.17501,,"Mar 18, 2016",unknown,-
The International Journal of Digital Accounting Research,10.4192,"Apr 29, 2009","Mar 04, 2016",unknown,Yes
The International Leprosy Association,10.1489,"Jul 01, 2003",unknown,unknown,-
The International Promotion Agency of Culture Technology,10.17703,,"Apr 27, 2016",unknown,-
The Iron and Steel Institute of Japan,10.2355,"Nov 01, 2005","Apr 30, 2016",unknown,Yes
The Japan Academy,10.2183,"Feb 23, 2005","May 10, 2016",unknown,Yes
The Japan Academy of Neurosonology,10.2301,"Jun 14, 2005","Feb 04, 2016",unknown,Yes
The Japan Association for Philosophy of Science,10.4288,"Nov 05, 2013","Mar 26, 2014",unknown,-
The Japan Endocrine Society,10.1507,"Sep 01, 2003","May 10, 2016",unknown,Yes
The Japan Epilepsy Society,10.3805,"Jan 23, 2008","Feb 15, 2016",unknown,Yes
The Japan Fluid Power System Society,10.5739,"May 12, 2011","Feb 04, 2016",unknown,-
"The Japan Foundation, Sydney",10.21159,,"Apr 13, 2016",unknown,-
The Japan Geriatrics Society,10.3143,"Jan 05, 2007","May 11, 2016",unknown,Yes
The Japan Institute of Energy,10.3775,"Dec 21, 2007","Apr 27, 2016",unknown,Yes
The Japan Institute of Marine Engineering,10.5988,"Nov 02, 2011","Jan 26, 2016",unknown,-
The Japan Institute of Metals,10.2320,"Sep 06, 2005","Apr 30, 2016",unknown,Yes
The Japan Institute of Power Electronics,10.5416,"Sep 22, 2010","Apr 08, 2016",unknown,Yes
The Japan Language and Literature Association of Korea,10.18704,,"Jan 15, 2016",unknown,-
The Japan Laryngological Association,10.5426,"Oct 05, 2010","Nov 24, 2015",unknown,Yes
The Japan Lung Cancer Society,10.2482,"Jan 10, 2006","Mar 29, 2016",unknown,Yes
The Japan Primary Care Association,10.14442,"Oct 30, 2013","Mar 24, 2016",unknown,-
The Japan Radiation Research Society,10.1269,"Jul 01, 2002","Jul 07, 2015","Sep 14, 2015",Yes
The Japan Section of the Regional Science Association International,10.2457,"Nov 07, 2005","Mar 08, 2016",unknown,Yes
The Japan Society for Composite Materials,10.6089,"Dec 09, 2011","Apr 25, 2016",unknown,-
The Japan Society for Educational Sociology,10.11151,"Nov 26, 2012","Jul 13, 2015",unknown,-
The Japan Society for Hematopoietic Stem Cell Transplantation,10.7889,"Sep 06, 2012","Apr 14, 2016",unknown,-
The Japan Society for Industrial and Applied Mathematics,10.14495,"Nov 18, 2013","Mar 25, 2016",unknown,-
The Japan Society for Precision Engineering,10.2493,"Feb 10, 2006","May 04, 2016",unknown,Yes
The Japan Society for Production Management,10.9762,"Oct 09, 2012",unknown,unknown,-
The Japan Society for Technology and Plasticity,10.9773,"Oct 15, 2012","Apr 24, 2016",unknown,-
The Japan Society of Acupuncture and Moxibustion,10.3777,"Jan 03, 2008","Oct 14, 2015",unknown,Yes
The Japan Society of Christian Studies,10.5873,"Aug 09, 2011","Feb 24, 2016",unknown,-
The Japan Society of Coloproctology,10.3862,"May 12, 2008","Apr 24, 2016",unknown,Yes
The Japan Society of Competitive Intelligence,10.9764,"Oct 09, 2012","Jan 08, 2014",unknown,-
The Japan Society of Computer Aided Sugery,10.5759,"May 19, 2011","Apr 15, 2016",unknown,-
The Japan Society of Hepatology,10.2957,"Aug 09, 2006","Apr 28, 2016",unknown,Yes
The Japan Society of High Pressure Science and Technology,10.4131,"Feb 17, 2009","Apr 11, 2016",unknown,Yes
The Japan Society of International Economics,10.5652,"Mar 21, 2011","Mar 07, 2016",unknown,Yes
The Japan Society of Island Studies,10.5995,"Nov 07, 2011",unknown,unknown,-
The Japan Society of Logopedics and Phoniatrics,10.5112,"Feb 04, 2010","Feb 22, 2016",unknown,Yes
The Japan Society of Mechanical Engineers,10.1299,"Oct 01, 2002","May 11, 2016",unknown,Yes
The Japan Society of Nuclear and Radiochemical Sciences,10.14494,"Nov 18, 2013","Dec 06, 2013",unknown,-
The Japan Society of Polymer Processing,10.4325,"Sep 30, 2009",unknown,unknown,Yes
The Japan Society of Tropical Ecology,10.3759,"Dec 14, 2007","Feb 29, 2016",unknown,Yes
The Japan Society of Ultrasonics in Medicine,10.3179,"Mar 20, 2008","Apr 27, 2016",unknown,Yes
The Japan Society of Veterinary Epidemiology,10.2743,"Jun 14, 2006","Jan 03, 2016",unknown,Yes
The Japan Sociological Society,10.4057,"Nov 04, 2008","May 09, 2016",unknown,Yes
The Japan Statistical Society,10.14490,"Nov 14, 2013","Apr 27, 2016",unknown,-
The Japan Wood Research Society,10.2488,"Jan 25, 2006","Mar 27, 2016",unknown,Yes
The Japanes Society of Electrocardiology,10.5105,"Jan 28, 2010","Mar 24, 2016",unknown,Yes
The Japanese Association for Infectious Diseases,10.11150,"Nov 26, 2012","Feb 14, 2016",unknown,-
The Japanese Association for the Integrated Study of Dietary Habits,10.2740,"Jun 13, 2006","Apr 26, 2016",unknown,Yes
The Japanese Association for Virology,10.2222,"May 16, 2005","Feb 26, 2016",unknown,Yes
The Japanese Association of Administrative Science,10.5651,"Mar 21, 2011","May 09, 2016",unknown,Yes
The Japanese Association of Benthology,10.5179,"Apr 05, 2010","Feb 05, 2016",unknown,Yes
The Japanese Association of Counseling Science,10.6011,"Nov 16, 2011",unknown,unknown,-
The Japanese Association of Educational Psychology,10.5926,"Sep 09, 2011","Apr 10, 2016",unknown,-
The Japanese Association of Indian and Buddhist Studies,10.5386,"Sep 07, 2010",unknown,unknown,Yes
The Japanese Association of Rehabilitation Medicine,10.2490,"Feb 01, 2006","Apr 12, 2016",unknown,Yes
The Japanese Association of Rural Medicine,10.2185,"Feb 23, 2005","May 02, 2016",unknown,Yes
The Japanese Association of Special Education,10.6033,"Nov 28, 2011","Jan 30, 2016",unknown,-
The Japanese Bird Banding Association,10.14491,"Nov 14, 2013","Apr 20, 2016",unknown,-
The Japanese Circulation Society,10.1253,"Jun 01, 2002","May 11, 2016",unknown,Yes
The Japanese Congress of Neurological Surgeons,10.7887,"Sep 06, 2012","Apr 27, 2016",unknown,-
The Japanese Coronary Association,10.7793,"Jul 24, 2012","Mar 24, 2016",unknown,-
The Japanese Culture Association of Korea,10.21481,,unknown,unknown,-
The Japanese Environmental Mutagen Society,10.3123,"Nov 30, 2006","Mar 31, 2014",unknown,Yes
The Japanese Forest Society,10.4005,"Aug 26, 2008","Apr 05, 2016",unknown,Yes
The Japanese Geotechnical Society,10.3208,"Apr 26, 2007","Apr 14, 2016",unknown,Yes
The Japanese Journal of Gastroenterological Surgery,10.5833,"Jul 19, 2011","Apr 18, 2016",unknown,-
The Japanese Language and Literature Association of Korea,10.17003,,"Dec 02, 2015",unknown,-
The Japanese Language and Literature Society of Korea,10.18631,,unknown,unknown,-
The Japanese Language Association of Korea,10.14817,"Feb 04, 2014","Apr 13, 2016",unknown,-
The Japanese Modern Association of Korea,10.16979,,"Dec 02, 2015",unknown,-
The Japanese Nematological Society,10.3725,"Nov 12, 2007","Jan 05, 2016",unknown,Yes
The Japanese Pharmacological Society,10.1254,"Jun 01, 2002","Apr 08, 2016",unknown,Yes
The Japanese Psychological Association,10.4992,"Oct 15, 2009","May 09, 2016",unknown,Yes
The Japanese Psychological Association,10.5919,"Oct 15, 2009",unknown,unknown,Yes
The Japanese Psychological Association,10.5462,"Oct 15, 2009",unknown,unknown,Yes
The Japanese Psychological Association,10.4992,"Oct 15, 2009","May 09, 2016",unknown,Yes
The Japanese Psychological Association,10.5919,"Oct 15, 2009",unknown,unknown,Yes
The Japanese Psychological Association,10.5462,"Oct 15, 2009",unknown,unknown,Yes
The Japanese Psychological Association,10.4992,"Oct 15, 2009","May 09, 2016",unknown,Yes
The Japanese Psychological Association,10.5919,"Oct 15, 2009",unknown,unknown,Yes
The Japanese Psychological Association,10.5462,"Oct 15, 2009",unknown,unknown,Yes
The Japanese Skin Cancer Society,10.5227,"May 17, 2010","Mar 01, 2016",unknown,Yes
The Japanese Society for Animal Psychology,10.2502,"Feb 22, 2006","Apr 26, 2016",unknown,Yes
The Japanese Society for Artificial Intelligence,10.1527,"Jan 01, 2004","Apr 20, 2016",unknown,Yes
The Japanese Society for Cardiovascular Surgery,10.4326,"Sep 30, 2009","Apr 08, 2016",unknown,Yes
The Japanese Society for Cognitive Psychology,10.5265,"Jun 14, 2010","Feb 15, 2016",unknown,Yes
The Japanese Society for Comparative Physiology and Biochemistry,10.3330,"Jun 11, 2007","Mar 30, 2016",unknown,Yes
The Japanese Society for Horticultural Science,10.2503,"Feb 22, 2006","May 11, 2016",unknown,Yes
The Japanese Society for Medical Mycology,10.3314,"May 16, 2007","Feb 29, 2016",unknown,Yes
The Japanese Society for Multiphase Flow,10.3811,"Feb 13, 2008","Apr 15, 2016",unknown,Yes
The Japanese Society for Neuroendovascular Therapy,10.5797,"Jun 20, 2011","Apr 24, 2016",unknown,-
The Japanese Society for Neutron Science,10.5611,"Mar 03, 2011",unknown,unknown,Yes
The Japanese Society for Oral Pathology,10.3353,"Jul 11, 2007",unknown,unknown,Yes
The Japanese Society for Pediatric Endocrinology,10.1297,"Oct 01, 2002","Apr 27, 2016",unknown,Yes
The Japanese Society for Pediatric Nephrology,10.3165,"Feb 02, 2007","Apr 14, 2016",unknown,Yes
The Japanese Society for Quality Control,10.17929,,"Jun 29, 2015",unknown,-
The Japanese Society for the History of Economic Thought,10.5362,"Aug 23, 2010",unknown,unknown,Yes
The Japanese Society of Agricultural Informatics,10.3173,"Feb 22, 2007","Mar 31, 2016",unknown,Yes
The Japanese Society of Applied Glycoscience,10.5458,"Nov 01, 2010","Apr 27, 2016",unknown,Yes
The Japanese Society of Cerebral Blood Flow and Metabolism,10.16977,,"Dec 09, 2015",unknown,-
The Japanese Society of Clinical Cytology,10.5795,"Jun 20, 2011","May 09, 2016",unknown,-
The Japanese Society of Clinical Neuropsychopharmacology,10.5234,"May 25, 2010","Apr 27, 2016",unknown,Yes
The Japanese Society of Environmental Education,10.5647,"Mar 21, 2011","Mar 24, 2016",unknown,Yes
The Japanese Society of Extra-Corporeal Techology in Medicine,10.7130,"Dec 21, 2011","Mar 31, 2016",unknown,-
The Japanese Society of Fish Pathology,10.3147,"Jan 17, 2007","May 06, 2016",unknown,Yes
The Japanese Society of Fisheries Science,10.2331,"Sep 06, 2005","Apr 28, 2016",unknown,Yes
The Japanese Society of Health and Human Ecology,10.3861,"May 12, 2008","Apr 24, 2016",unknown,Yes
The Japanese Society of Inflammation and Regeneration,10.2492,"Feb 07, 2006","Dec 14, 2015",unknown,Yes
The Japanese Society of Limnology,10.3739,"Dec 04, 2007","Jan 30, 2016",unknown,Yes
The Japanese Society of Lumbar Spine Disorders,10.3753,"Dec 04, 2007",unknown,unknown,Yes
The Japanese Society of Nuclear Cardiology,10.17996,,"Nov 30, 2015",unknown,-
The Japanese Society of Nutrition and Dietetics,10.5264,"Jun 14, 2010","May 11, 2016",unknown,Yes
The Japanese Society of Oral Diagnosis/Oral Medicine,10.15214,"Feb 20, 2014","Apr 21, 2016",unknown,-
The Japanese Society of Pediatric Cardiology and Cardiac Surgery,10.9794,"Nov 01, 2012","Mar 02, 2016",unknown,-
The Japanese Society of Periodontology,10.2329,"Sep 06, 2005","Apr 19, 2016",unknown,Yes
The Japanese Society of Physical Fitness and Sports Medicine,10.7600,"May 23, 2012","Apr 15, 2016",unknown,-
The Japanese Society of Plant Morphology,10.5685,"Mar 30, 2011","Apr 05, 2016",unknown,Yes
The Japanese Society of Revegetation Technology,10.7211,"Feb 14, 2012","Apr 21, 2016",unknown,-
The Japanese Society of Ryodoraku Medicine,10.17119,,unknown,unknown,-
The Japanese Society of Strategies for Cancer Research and Therapy,10.4993,"Oct 15, 2009","Mar 30, 2016",unknown,Yes
The Japanese Society of Swine Science,10.5938,"Sep 16, 2011","Mar 07, 2016",unknown,-
The Japanese Society of Toxicologic Pathology,10.1293,"Sep 01, 2002","May 10, 2016",unknown,Yes
The Japanese Society on Surgery for Cerebral Stroke,10.2335,"Sep 06, 2005","Feb 29, 2016",unknown,Yes
The Japanese Society on Thrombosis and Hemostasis,10.2491,"Feb 07, 2006","Feb 25, 2016",unknown,Yes
The Joongwon Linguistic Society of Korea,10.17002,,"May 02, 2016",unknown,-
The Journal of Academic Social Sciences,10.16992,,"Apr 08, 2016",unknown,-
The Journal of AOAC International,10.5740,"Jun 08, 2011","May 12, 2016",unknown,-
The Journal of Asia TEFL,10.18823,,"Feb 22, 2016",unknown,-
The Journal of Bioscience and Medicine,10.5780,"Jun 20, 2011",unknown,unknown,-
The Journal of Clinical Pediatric Dentistry,10.17796,,"Mar 07, 2016","Apr 25, 2015",-
The Journal of Defense Sciences,10.17134,,unknown,unknown,-
The Journal of Dental Panacea,10.15636,"Jul 21, 2014",unknown,unknown,-
The Journal of Ege University Faculty of Agriculture,10.20289,,"Dec 24, 2015",unknown,-
The Journal of Engineering and Fundamentals,10.17530,,"Nov 24, 2015",unknown,-
The Journal of Europe-Middle East Social Sciences Studies,10.21085,,unknown,unknown,-
The Journal of Faculty of Dentistry of Ataturk University,10.17567,,"May 05, 2016",unknown,-
The Journal of Financial Researches and Studies,10.14784,"Jan 15, 2014","Apr 08, 2016",unknown,-
The Journal of Fungus,10.15318,"Apr 02, 2014","Oct 28, 2015",unknown,-
The Journal of International Education Sciences,10.16991,,"Apr 14, 2016",unknown,-
The Journal of International Management Research,10.21316,,"Apr 27, 2016",unknown,-
The Journal of International Social Research,10.17719,,"Apr 21, 2016",unknown,-
The Journal of Korean Linguistics,10.15811,,"Dec 02, 2015",unknown,-
The Journal of Medical Investigations,10.18827,,"Feb 02, 2016",unknown,-
The Journal of Rheumatology,10.3899,"Jun 02, 2008","May 01, 2016",unknown,Yes
The Journal of Social Sciences,10.16990,,"Apr 13, 2016",unknown,-
The Journal of the Korean Association of Geographic and Environmental Education,10.17279,,"Sep 14, 2015",unknown,-
The Journal of Tourism and Research,10.7460,"May 21, 2012",unknown,unknown,-
The Journal of Turk-Islam World Social Studies,10.16989,,"Apr 12, 2016",unknown,-
The Jungang English Language and Literature Association of Korea,10.18853,,"Dec 02, 2015",unknown,-
The Jutendo Medical Journal,10.14789,"Jan 15, 2014","May 10, 2016",unknown,-
The Kangwon-Kyungki Mathematical Society,10.11568,"Dec 03, 2012","Apr 27, 2016",unknown,-
The Kansai Plant Protection Society,10.4165,"Mar 30, 2009","Aug 31, 2015",unknown,Yes
The Keio Journal of Medicine,10.2302,"Jun 14, 2005","May 09, 2016",unknown,Yes
The Knowledge Management Society of Korea,10.15813,,"Dec 02, 2015",unknown,-
The Korea Academia - Industrial Cooperation Society,10.6029,"Nov 28, 2011","Nov 11, 2015",unknown,-
The Korea Academia-Industrial Cooperation Society,10.5762,"May 31, 2011","Feb 15, 2016",unknown,-
The Korea Academic Society of Trade Exhibition Studies,10.16938,,"Feb 21, 2016",unknown,-
The Korea Academy of International Business Education,10.17092,,"Oct 15, 2015",unknown,-
The Korea Association for Local Government and Administration Studies,10.18398,,"Feb 17, 2016",unknown,-
The Korea Association of Clinical Ultrasound,10.18525,,unknown,unknown,-
The Korea Association of Crystal Growth,10.6111,"Dec 12, 2011","Jan 24, 2016",unknown,-
The Korea Association of Foreign Languages Education,10.15334,"Apr 03, 2014","Apr 13, 2015",unknown,-
The Korea Association of Herbology,10.6116,"Dec 12, 2011","Apr 08, 2016",unknown,-
The Korea Association of Yeolin Education,10.18230,,"Feb 01, 2016",unknown,-
The Korea Contents Association,10.5392,"Sep 07, 2010","May 10, 2016",unknown,Yes
The Korea Database Society,10.21219,,"Apr 19, 2016",unknown,-
The Korea Dietetic Association,10.14373,"Sep 24, 2013","Mar 17, 2016",unknown,-
The Korea Institute of Applied Superconductivity and Cryogenics,10.9714,"Sep 10, 2012","Jan 24, 2016",unknown,-
The Korea Institute of Intelligent Transport Systems,10.12815,"Mar 12, 2013","Feb 15, 2016",unknown,-
The Korea Institute of Military Science and Technology,10.9766,"Oct 09, 2012","Apr 25, 2016",unknown,-
The Korea Navigation Institute,10.12673,"Jan 14, 2013","Apr 14, 2016",unknown,-
The Korea Robotics Society,10.7746,"Jun 25, 2012","May 10, 2016",unknown,-
The Korea Society for Child Education (KSCE),10.17643,,"Dec 01, 2015",unknown,-
The Korea Society for Children's Media,10.21183,,unknown,unknown,-
The Korea Society for Dance Documentation,10.14388,"Oct 01, 2013",unknown,unknown,-
The Korea Society for Educational Law,10.17317,,"Sep 14, 2015",unknown,-
The Korea Society for Industrial Systems,10.9723,"Sep 11, 2012","Feb 02, 2016",unknown,-
The Korea Society for Innovation Management and Economics,10.14386,"Sep 30, 2013",unknown,unknown,-
The Korea Society for Power System Engineering,10.9726,"Sep 11, 2012","Jan 24, 2016",unknown,-
The Korea Society for Simulation,10.9709,"Sep 10, 2012","Apr 27, 2016",unknown,-
The Korea Society for Wellness,10.21097,,unknown,unknown,-
The Korea Society of Costume,10.7233,"Feb 23, 2012","Mar 17, 2016",unknown,-
The Korea Society of Digital Policy and Management,10.14400,"Oct 16, 2013","Mar 17, 2016",unknown,-
The Korea Society of Engineering Gelology,10.9720,"Sep 11, 2012","Feb 29, 2016",unknown,-
The Korea Society of Environmental Restoration Technology,10.13087,"May 23, 2013","Apr 14, 2016",unknown,-
